Market,Segment,Occasion,Pack Size,Flavor,Channel,Price,WtP_Estimate,Elasticity,Unit_Sales,Revenue,Gross_Margin_%,Gross_Margin_Value
India,High-SEC,Top-up,Large (100g),Spicy,Traditional Trade,70,85.49,-1.44,459,32130,0.29,9272.31
India,High-SEC,Top-up,Large (100g),Local Specialty,7-Eleven,5,5.62,-0.54,541,2705,0.47,1276.31
India,High-SEC,Top-up,Large (100g),Local Specialty,Modern Trade,5,5.53,-1.11,498,2490,0.39,976.44
India,High-SEC,Top-up,Large (100g),Local Specialty,Traditional Trade,100,120.6,-1.07,510,51000,0.47,23796.48
India,High-SEC,Top-up,Large (100g),Health-Oriented,7-Eleven,5,6.14,-0.9,497,2485,0.39,962.78
India,High-SEC,Top-up,Large (100g),Health-Oriented,Modern Trade,30,36.63,-1.21,514,15420,0.44,6803.11
India,High-SEC,Top-up,Large (100g),Health-Oriented,Traditional Trade,100,115.08,-0.84,501,50100,0.43,21673.45
India,High-SEC,Top-up,Multi-pack,Classic Salted,7-Eleven,20,23.95,-1.16,471,9420,0.22,2037.54
India,High-SEC,Top-up,Multi-pack,Classic Salted,Modern Trade,5,5.12,-0.6,488,2440,0.35,862.15
India,High-SEC,Top-up,Multi-pack,Classic Salted,Traditional Trade,5,5.84,-0.49,516,2580,0.23,594.86
India,High-SEC,Top-up,Multi-pack,Spicy,7-Eleven,20,24.31,-1.07,484,9680,0.29,2845.96
India,High-SEC,Top-up,Multi-pack,Spicy,Modern Trade,30,36.79,-0.98,536,16080,0.49,7866.71
India,High-SEC,Top-up,Multi-pack,Spicy,Traditional Trade,70,85.36,-1.39,512,35840,0.32,11336
India,High-SEC,Top-up,Multi-pack,Local Specialty,7-Eleven,100,134.23,-1.49,475,47500,0.4,18995.99
India,High-SEC,Top-up,Multi-pack,Local Specialty,Modern Trade,30,38.78,-0.34,513,15390,0.23,3564.47
India,High-SEC,Top-up,Multi-pack,Local Specialty,Traditional Trade,50,63.08,-1.44,491,24550,0.35,8595.45
India,High-SEC,Top-up,Multi-pack,Health-Oriented,7-Eleven,20,26.41,-0.98,497,9940,0.31,3087.48
India,High-SEC,Top-up,Multi-pack,Health-Oriented,Modern Trade,70,80.44,-0.58,495,34650,0.46,15769.37
India,High-SEC,Top-up,Multi-pack,Health-Oriented,Traditional Trade,100,118.52,-1.25,510,51000,0.46,23666.4
India,High-SEC,Sharing,Small (20g),Classic Salted,7-Eleven,10,12.67,-0.77,486,4860,0.4,1922.09
India,High-SEC,Sharing,Small (20g),Classic Salted,Modern Trade,20,21.86,-0.61,488,9760,0.32,3108.94
India,High-SEC,Sharing,Small (20g),Classic Salted,Traditional Trade,50,55.5,-0.43,486,24300,0.22,5283.49
India,High-SEC,Sharing,Small (20g),Spicy,7-Eleven,20,25.28,-1.37,501,10020,0.45,4515.45
India,High-SEC,Sharing,Small (20g),Spicy,Modern Trade,100,117.71,-0.91,494,49400,0.38,18699.85
India,High-SEC,Sharing,Small (20g),Spicy,Traditional Trade,70,77.04,-1.49,498,34860,0.36,12400.04
India,High-SEC,Sharing,Small (20g),Local Specialty,7-Eleven,50,54.1,-0.57,519,25950,0.49,12788.27
India,High-SEC,Sharing,Small (20g),Local Specialty,Modern Trade,50,65.57,-1.35,522,26100,0.28,7299.51
India,High-SEC,Sharing,Small (20g),Local Specialty,Traditional Trade,100,121.02,-1.08,492,49200,0.29,14265.06
India,High-SEC,Sharing,Small (20g),Health-Oriented,7-Eleven,5,6.77,-0.72,520,2600,0.34,877.24
India,High-SEC,Sharing,Small (20g),Health-Oriented,Modern Trade,5,5.2,-1.42,481,2405,0.35,830.26
India,High-SEC,Sharing,Small (20g),Health-Oriented,Traditional Trade,5,5.59,-0.6,498,2490,0.49,1213.47
India,High-SEC,Sharing,Medium (50g),Classic Salted,7-Eleven,5,6.01,-0.34,460,2300,0.27,615.51
India,High-SEC,Sharing,Medium (50g),Classic Salted,Modern Trade,30,36.69,-1.27,472,14160,0.43,6151.06
India,High-SEC,Sharing,Medium (50g),Classic Salted,Traditional Trade,30,32.67,-0.53,509,15270,0.4,6142.19
India,High-SEC,Sharing,Medium (50g),Spicy,7-Eleven,50,61.23,-1.19,490,24500,0.29,7035.21
India,High-SEC,Sharing,Medium (50g),Spicy,Modern Trade,70,90.91,-0.65,455,31850,0.2,6444.93
India,High-SEC,Sharing,Medium (50g),Spicy,Traditional Trade,5,5.96,-0.74,497,2485,0.49,1211.14
India,High-SEC,Sharing,Medium (50g),Local Specialty,7-Eleven,30,31.18,-0.9,512,15360,0.28,4337.84
India,High-SEC,Sharing,Medium (50g),Local Specialty,Modern Trade,50,60.92,-0.53,497,24850,0.33,8196.64
India,High-SEC,Sharing,Medium (50g),Local Specialty,Traditional Trade,5,5.29,-1.44,521,2605,0.27,710.11
India,High-SEC,Sharing,Medium (50g),Health-Oriented,7-Eleven,70,82.13,-0.35,484,33880,0.38,12808.95
India,High-SEC,Sharing,Medium (50g),Health-Oriented,Modern Trade,20,24.38,-0.32,478,9560,0.47,4515.85
India,High-SEC,Sharing,Medium (50g),Health-Oriented,Traditional Trade,5,5.67,-0.37,558,2790,0.49,1376.01
India,High-SEC,Sharing,Large (100g),Classic Salted,7-Eleven,5,5.68,-0.93,515,2575,0.39,1009.88
India,High-SEC,Sharing,Large (100g),Classic Salted,Modern Trade,20,24.98,-0.7,475,9500,0.43,4099.14
India,High-SEC,Sharing,Large (100g),Classic Salted,Traditional Trade,20,23.37,-1.49,491,9820,0.27,2637.68
India,High-SEC,Sharing,Large (100g),Spicy,7-Eleven,50,60,-0.74,481,24050,0.45,10928.62
India,High-SEC,Sharing,Large (100g),Spicy,Modern Trade,30,34.59,-0.99,511,15330,0.29,4394.58
India,High-SEC,Sharing,Large (100g),Spicy,Traditional Trade,100,122.66,-1.02,492,49200,0.43,20972.95
India,High-SEC,Sharing,Large (100g),Local Specialty,7-Eleven,30,30.4,-0.55,483,14490,0.31,4456.74
India,High-SEC,Sharing,Large (100g),Local Specialty,Modern Trade,10,13.01,-0.71,482,4820,0.48,2291.77
India,High-SEC,Sharing,Large (100g),Local Specialty,Traditional Trade,10,12.01,-1.23,441,4410,0.25,1113.82
India,High-SEC,Sharing,Large (100g),Health-Oriented,7-Eleven,70,77.32,-0.46,505,35350,0.37,13221.84
India,High-SEC,Sharing,Large (100g),Health-Oriented,Modern Trade,10,13.62,-1.16,490,4900,0.48,2371.29
India,High-SEC,Sharing,Large (100g),Health-Oriented,Traditional Trade,30,36.31,-0.43,495,14850,0.34,5092.08
India,High-SEC,Sharing,Multi-pack,Classic Salted,7-Eleven,70,73.84,-0.79,477,33390,0.46,15242.84
India,High-SEC,Sharing,Multi-pack,Classic Salted,Modern Trade,5,5.99,-1.25,459,2295,0.48,1106.73
India,High-SEC,Sharing,Multi-pack,Classic Salted,Traditional Trade,20,18.79,-0.53,525,10500,0.41,4284.9
India,High-SEC,Sharing,Multi-pack,Spicy,7-Eleven,5,6.1,-0.57,510,2550,0.46,1180.05
India,High-SEC,Sharing,Multi-pack,Spicy,Modern Trade,100,102.21,-0.99,440,44000,0.43,18905.22
India,High-SEC,Sharing,Multi-pack,Spicy,Traditional Trade,100,123.2,-1.5,495,49500,0.22,10711.32
India,High-SEC,Sharing,Multi-pack,Local Specialty,7-Eleven,20,21.83,-1.22,565,11300,0.4,4507.73
India,High-SEC,Sharing,Multi-pack,Local Specialty,Modern Trade,100,109.14,-0.61,526,52600,0.29,15300.25
India,High-SEC,Sharing,Multi-pack,Local Specialty,Traditional Trade,5,6.6,-0.52,477,2385,0.47,1122.34
India,High-SEC,Sharing,Multi-pack,Health-Oriented,7-Eleven,70,77.13,-0.53,493,34510,0.4,13745.48
India,High-SEC,Sharing,Multi-pack,Health-Oriented,Modern Trade,50,60.43,-0.65,475,23750,0.38,8909.38
India,High-SEC,Sharing,Multi-pack,Health-Oriented,Traditional Trade,50,55.96,-0.36,444,22200,0.38,8446.35
India,High-SEC,Health-conscious,Small (20g),Classic Salted,7-Eleven,50,65.26,-0.59,466,23300,0.35,8217.14
India,High-SEC,Health-conscious,Small (20g),Classic Salted,Modern Trade,50,55.01,-1.06,542,27100,0.41,11088.31
India,High-SEC,Health-conscious,Small (20g),Classic Salted,Traditional Trade,20,23.36,-0.39,513,10260,0.46,4704.28
India,High-SEC,Health-conscious,Small (20g),Spicy,7-Eleven,5,6.9,-1.17,522,2610,0.3,792.4
India,High-SEC,Health-conscious,Small (20g),Spicy,Modern Trade,50,62.2,-0.63,504,25200,0.35,8791.72
India,High-SEC,Health-conscious,Small (20g),Spicy,Traditional Trade,20,25.56,-1.04,475,9500,0.42,3993.17
India,High-SEC,Health-conscious,Small (20g),Local Specialty,7-Eleven,20,23.41,-0.49,482,9640,0.45,4291.13
India,High-SEC,Health-conscious,Small (20g),Local Specialty,Modern Trade,100,119.28,-0.84,566,56600,0.35,19891.43
India,High-SEC,Health-conscious,Small (20g),Local Specialty,Traditional Trade,100,126.99,-1.28,521,52100,0.32,16618.13
India,High-SEC,Health-conscious,Small (20g),Health-Oriented,7-Eleven,100,124.21,-1.34,528,52800,0.29,15467.04
India,High-SEC,Health-conscious,Small (20g),Health-Oriented,Modern Trade,5,6.35,-0.69,521,2605,0.39,1009.34
India,High-SEC,Health-conscious,Small (20g),Health-Oriented,Traditional Trade,50,58.04,-0.81,450,22500,0.29,6441.52
India,High-SEC,Health-conscious,Medium (50g),Classic Salted,7-Eleven,50,54.85,-0.75,489,24450,0.32,7857.21
India,High-SEC,Health-conscious,Medium (50g),Classic Salted,Modern Trade,30,31.94,-1.42,520,15600,0.33,5145.35
India,High-SEC,Health-conscious,Medium (50g),Classic Salted,Traditional Trade,50,54.42,-1.43,492,24600,0.39,9656
India,High-SEC,Health-conscious,Medium (50g),Spicy,7-Eleven,30,39.71,-0.69,509,15270,0.33,4970.39
India,High-SEC,Health-conscious,Medium (50g),Spicy,Modern Trade,10,11.59,-1.17,485,4850,0.49,2396.44
India,High-SEC,Health-conscious,Medium (50g),Spicy,Traditional Trade,20,24.52,-1.42,501,10020,0.49,4921.85
India,High-SEC,Health-conscious,Medium (50g),Local Specialty,7-Eleven,5,5.88,-0.61,514,2570,0.3,781.17
India,High-SEC,Health-conscious,Medium (50g),Local Specialty,Modern Trade,50,55.38,-1.02,484,24200,0.34,8346.87
India,High-SEC,Health-conscious,Medium (50g),Local Specialty,Traditional Trade,70,77.55,-0.71,461,32270,0.49,15664.73
India,High-SEC,Health-conscious,Medium (50g),Health-Oriented,7-Eleven,100,109.96,-1.14,464,46400,0.39,17961.19
India,High-SEC,Health-conscious,Medium (50g),Health-Oriented,Modern Trade,50,53.5,-1.48,563,28150,0.4,11339.04
India,High-SEC,Health-conscious,Medium (50g),Health-Oriented,Traditional Trade,10,12.83,-0.65,507,5070,0.28,1426.34
India,High-SEC,Health-conscious,Large (100g),Classic Salted,7-Eleven,10,13.02,-0.36,467,4670,0.48,2257.58
India,High-SEC,Health-conscious,Large (100g),Classic Salted,Modern Trade,50,61.36,-0.62,531,26550,0.38,9990.12
India,High-SEC,Health-conscious,Large (100g),Classic Salted,Traditional Trade,50,65.24,-1.01,483,24150,0.49,11767.67
India,High-SEC,Health-conscious,Large (100g),Spicy,7-Eleven,30,39.51,-1.02,525,15750,0.4,6327.38
India,High-SEC,Health-conscious,Large (100g),Spicy,Modern Trade,20,23.95,-1.39,496,9920,0.33,3276.78
India,High-SEC,Health-conscious,Large (100g),Spicy,Traditional Trade,100,118.26,-0.63,507,50700,0.27,13821.16
India,High-SEC,Health-conscious,Large (100g),Local Specialty,7-Eleven,100,114.97,-1.26,530,53000,0.2,10818.55
India,High-SEC,Health-conscious,Large (100g),Local Specialty,Modern Trade,100,122.63,-1.2,480,48000,0.27,13164.86
India,High-SEC,Health-conscious,Large (100g),Local Specialty,Traditional Trade,10,11.93,-0.62,507,5070,0.22,1137.43
India,High-SEC,Health-conscious,Large (100g),Health-Oriented,7-Eleven,30,33.85,-0.36,525,15750,0.45,7038.6
India,High-SEC,Health-conscious,Large (100g),Health-Oriented,Modern Trade,5,6.04,-1.26,507,2535,0.42,1068.19
India,High-SEC,Health-conscious,Large (100g),Health-Oriented,Traditional Trade,70,89.2,-0.87,458,32060,0.48,15267.93
India,High-SEC,Health-conscious,Multi-pack,Classic Salted,7-Eleven,10,13.07,-1.18,491,4910,0.4,1963.7
India,High-SEC,Health-conscious,Multi-pack,Classic Salted,Modern Trade,30,43.09,-0.56,497,14910,0.27,4093.02
India,High-SEC,Health-conscious,Multi-pack,Classic Salted,Traditional Trade,10,11.39,-0.97,510,5100,0.22,1117.93
India,High-SEC,Health-conscious,Multi-pack,Spicy,7-Eleven,100,137.19,-0.51,486,48600,0.21,10039.5
India,High-SEC,Health-conscious,Multi-pack,Spicy,Modern Trade,100,120.25,-1.43,499,49900,0.23,11557.74
India,High-SEC,Health-conscious,Multi-pack,Spicy,Traditional Trade,30,30.24,-0.58,494,14820,0.28,4121.01
India,High-SEC,Health-conscious,Multi-pack,Local Specialty,7-Eleven,70,82.05,-1.42,477,33390,0.46,15509.89
India,High-SEC,Health-conscious,Multi-pack,Local Specialty,Modern Trade,100,117.2,-0.52,512,51200,0.29,14681.92
India,High-SEC,Health-conscious,Multi-pack,Local Specialty,Traditional Trade,5,5.46,-0.88,502,2510,0.31,768.4
India,High-SEC,Health-conscious,Multi-pack,Health-Oriented,7-Eleven,30,33.52,-0.51,520,15600,0.47,7396.53
India,High-SEC,Health-conscious,Multi-pack,Health-Oriented,Modern Trade,70,83.12,-1.07,500,35000,0.46,16201.35
India,High-SEC,Health-conscious,Multi-pack,Health-Oriented,Traditional Trade,100,123.28,-1.38,493,49300,0.35,17301.33
Thailand,Low-SEC,Impulse,Small (20g),Classic Salted,7-Eleven,30,37.1,-0.69,525,15750,0.42,6685.98
Thailand,Low-SEC,Impulse,Small (20g),Classic Salted,Modern Trade,100,116.86,-0.97,507,50700,0.4,20386.15
Thailand,Low-SEC,Impulse,Small (20g),Classic Salted,Traditional Trade,10,12.56,-1.22,469,4690,0.2,940.8
Thailand,Low-SEC,Impulse,Small (20g),Spicy,7-Eleven,10,11.08,-0.64,516,5160,0.25,1281.79
Thailand,Low-SEC,Impulse,Small (20g),Spicy,Modern Trade,5,5.65,-1.37,481,2405,0.38,919.49
Thailand,Low-SEC,Impulse,Small (20g),Spicy,Traditional Trade,10,10.74,-1.21,454,4540,0.27,1226.98
Thailand,Low-SEC,Impulse,Small (20g),Local Specialty,7-Eleven,100,130.21,-1,495,49500,0.41,20241.98
Thailand,Low-SEC,Impulse,Small (20g),Local Specialty,Modern Trade,10,14.09,-0.66,476,4760,0.32,1540.28
Thailand,Low-SEC,Impulse,Small (20g),Local Specialty,Traditional Trade,100,123.28,-0.86,469,46900,0.24,11029.06
Thailand,Low-SEC,Impulse,Small (20g),Health-Oriented,7-Eleven,100,129.24,-1.1,473,47300,0.26,12386.72
Thailand,Low-SEC,Impulse,Small (20g),Health-Oriented,Modern Trade,10,12.86,-1.25,500,5000,0.21,1027.19
Thailand,Low-SEC,Impulse,Small (20g),Health-Oriented,Traditional Trade,20,23.53,-0.55,458,9160,0.37,3372.74
Thailand,Low-SEC,Impulse,Medium (50g),Classic Salted,7-Eleven,5,6.73,-1.2,502,2510,0.45,1120.51
Thailand,Low-SEC,Impulse,Medium (50g),Classic Salted,Modern Trade,30,38.99,-0.49,499,14970,0.44,6548.89
Thailand,Low-SEC,Impulse,Medium (50g),Classic Salted,Traditional Trade,50,53.4,-0.47,531,26550,0.22,5912.95
Thailand,Low-SEC,Impulse,Medium (50g),Spicy,7-Eleven,100,117.97,-1.03,479,47900,0.46,22187.53
Thailand,Low-SEC,Impulse,Medium (50g),Spicy,Modern Trade,100,128.48,-0.34,457,45700,0.22,10155.99
Thailand,Low-SEC,Impulse,Medium (50g),Spicy,Traditional Trade,10,9.75,-1.05,522,5220,0.5,2605.59
Thailand,Low-SEC,Impulse,Medium (50g),Local Specialty,7-Eleven,5,5.06,-1.24,490,2450,0.22,540.5
Thailand,Low-SEC,Impulse,Medium (50g),Local Specialty,Modern Trade,20,25.24,-1.06,498,9960,0.4,3954.31
Thailand,Low-SEC,Impulse,Medium (50g),Local Specialty,Traditional Trade,20,25.3,-0.92,519,10380,0.22,2282.97
Thailand,Low-SEC,Impulse,Medium (50g),Health-Oriented,7-Eleven,20,21.72,-0.58,505,10100,0.43,4297.79
Thailand,Low-SEC,Impulse,Medium (50g),Health-Oriented,Modern Trade,70,84.59,-1.33,511,35770,0.42,15119.12
Thailand,Low-SEC,Impulse,Medium (50g),Health-Oriented,Traditional Trade,10,13.41,-1.3,478,4780,0.42,2031.47
Thailand,Low-SEC,Impulse,Large (100g),Classic Salted,7-Eleven,50,60.99,-0.78,510,25500,0.37,9527.87
Thailand,Low-SEC,Impulse,Large (100g),Classic Salted,Modern Trade,100,123.11,-0.74,474,47400,0.41,19667.17
Thailand,Low-SEC,Impulse,Large (100g),Classic Salted,Traditional Trade,5,5.58,-1.12,482,2410,0.33,789.17
Thailand,Low-SEC,Impulse,Large (100g),Spicy,7-Eleven,20,22.7,-0.41,500,10000,0.22,2230.92
Thailand,Low-SEC,Impulse,Large (100g),Spicy,Modern Trade,50,55.46,-0.51,510,25500,0.28,7180.39
Thailand,Low-SEC,Impulse,Large (100g),Spicy,Traditional Trade,70,94.63,-0.67,484,33880,0.39,13244.11
Thailand,Low-SEC,Impulse,Large (100g),Local Specialty,7-Eleven,10,10.82,-1.27,513,5130,0.38,1942.17
Thailand,Low-SEC,Impulse,Large (100g),Local Specialty,Modern Trade,100,111.05,-1.18,511,51100,0.43,22147.13
Thailand,Low-SEC,Impulse,Large (100g),Local Specialty,Traditional Trade,5,5.65,-1.39,513,2565,0.33,845.69
Thailand,Low-SEC,Impulse,Large (100g),Health-Oriented,7-Eleven,100,125.82,-1.46,484,48400,0.46,22445.78
Thailand,Low-SEC,Impulse,Large (100g),Health-Oriented,Modern Trade,5,6.17,-1.45,511,2555,0.47,1199.26
Thailand,Low-SEC,Impulse,Large (100g),Health-Oriented,Traditional Trade,10,10.44,-0.43,488,4880,0.5,2434.37
Thailand,Low-SEC,Impulse,Multi-pack,Classic Salted,7-Eleven,20,24.67,-1.2,505,10100,0.23,2307.6
Thailand,Low-SEC,Impulse,Multi-pack,Classic Salted,Modern Trade,50,61.58,-0.3,489,24450,0.44,10806.89
Thailand,Low-SEC,Impulse,Multi-pack,Classic Salted,Traditional Trade,20,21.97,-1.47,491,9820,0.37,3631.97
Thailand,Low-SEC,Impulse,Multi-pack,Spicy,7-Eleven,50,58.78,-1.12,510,25500,0.2,5210.02
Thailand,Low-SEC,Impulse,Multi-pack,Spicy,Modern Trade,30,37.87,-0.59,508,15240,0.39,5903.74
Thailand,Low-SEC,Impulse,Multi-pack,Spicy,Traditional Trade,20,26.66,-0.46,506,10120,0.5,5031.7
Thailand,Low-SEC,Impulse,Multi-pack,Local Specialty,7-Eleven,5,5.82,-0.65,493,2465,0.38,934.37
Thailand,Low-SEC,Impulse,Multi-pack,Local Specialty,Modern Trade,5,6.78,-0.39,541,2705,0.36,969.21
Thailand,Low-SEC,Impulse,Multi-pack,Local Specialty,Traditional Trade,10,12.63,-0.79,451,4510,0.4,1814.99
Thailand,Low-SEC,Impulse,Multi-pack,Health-Oriented,7-Eleven,50,64.43,-0.69,492,24600,0.25,6155.09
Thailand,Low-SEC,Impulse,Multi-pack,Health-Oriented,Modern Trade,20,27.93,-0.66,510,10200,0.25,2517.99
Thailand,Low-SEC,Impulse,Multi-pack,Health-Oriented,Traditional Trade,30,36.01,-0.74,506,15180,0.41,6247.2
Thailand,Low-SEC,Top-up,Small (20g),Classic Salted,7-Eleven,50,69.94,-0.5,476,23800,0.43,10322.79
Thailand,Low-SEC,Top-up,Small (20g),Classic Salted,Modern Trade,20,22.94,-0.77,513,10260,0.44,4523.05
Thailand,Low-SEC,Top-up,Small (20g),Classic Salted,Traditional Trade,70,84.3,-0.91,494,34580,0.37,12856.23
Thailand,Low-SEC,Top-up,Small (20g),Spicy,7-Eleven,100,125.58,-1.17,539,53900,0.38,20366.23
Thailand,Low-SEC,Top-up,Small (20g),Spicy,Modern Trade,5,5.77,-1.46,495,2475,0.38,945.58
Thailand,Low-SEC,Top-up,Small (20g),Spicy,Traditional Trade,20,23.7,-0.44,531,10620,0.26,2796.98
Thailand,Low-SEC,Top-up,Small (20g),Local Specialty,7-Eleven,10,12.63,-1.16,508,5080,0.34,1724.67
Thailand,Low-SEC,Top-up,Small (20g),Local Specialty,Modern Trade,100,111.96,-0.48,456,45600,0.22,10036.79
Thailand,Low-SEC,Top-up,Small (20g),Local Specialty,Traditional Trade,5,5.9,-1.41,480,2400,0.34,817.76
Thailand,Low-SEC,Top-up,Small (20g),Health-Oriented,7-Eleven,10,11.25,-1.18,466,4660,0.24,1137.89
Thailand,Low-SEC,Top-up,Small (20g),Health-Oriented,Modern Trade,5,5.97,-1.17,521,2605,0.29,754.97
Thailand,Low-SEC,Top-up,Small (20g),Health-Oriented,Traditional Trade,50,62.4,-1.22,471,23550,0.31,7220.33
Thailand,Low-SEC,Top-up,Medium (50g),Classic Salted,7-Eleven,50,57.72,-1.25,522,26100,0.3,7902.91
Thailand,Low-SEC,Top-up,Medium (50g),Classic Salted,Modern Trade,50,60.91,-0.46,474,23700,0.35,8185.07
Thailand,Low-SEC,Top-up,Medium (50g),Classic Salted,Traditional Trade,20,25.15,-0.54,472,9440,0.35,3319.6
Thailand,Low-SEC,Top-up,Medium (50g),Spicy,7-Eleven,30,30.64,-1.33,508,15240,0.35,5278.38
Thailand,Low-SEC,Top-up,Medium (50g),Spicy,Modern Trade,30,35.76,-1.13,523,15690,0.33,5108.38
Thailand,Low-SEC,Top-up,Medium (50g),Spicy,Traditional Trade,30,33.5,-0.95,515,15450,0.4,6182.53
Thailand,Low-SEC,Top-up,Medium (50g),Local Specialty,7-Eleven,10,12.48,-1.12,502,5020,0.5,2494.11
Thailand,Low-SEC,Top-up,Medium (50g),Local Specialty,Modern Trade,70,86.58,-0.43,492,34440,0.35,11944.4
Thailand,Low-SEC,Top-up,Medium (50g),Local Specialty,Traditional Trade,20,23.9,-0.92,525,10500,0.46,4808.35
Thailand,Low-SEC,Top-up,Medium (50g),Health-Oriented,7-Eleven,10,13.7,-1.01,489,4890,0.43,2096.51
Thailand,Low-SEC,Top-up,Medium (50g),Health-Oriented,Modern Trade,5,5.88,-0.36,476,2380,0.37,889.63
Thailand,Low-SEC,Top-up,Medium (50g),Health-Oriented,Traditional Trade,30,35.1,-0.91,509,15270,0.37,5585.75
Thailand,Low-SEC,Top-up,Large (100g),Classic Salted,7-Eleven,70,94.34,-1.33,504,35280,0.28,10005.16
Thailand,Low-SEC,Top-up,Large (100g),Classic Salted,Modern Trade,100,108.32,-1.24,477,47700,0.29,13628.48
Thailand,Low-SEC,Top-up,Large (100g),Classic Salted,Traditional Trade,30,32.69,-1.05,521,15630,0.23,3534.02
Thailand,Low-SEC,Top-up,Large (100g),Spicy,7-Eleven,100,122.21,-0.83,526,52600,0.25,13283.44
Thailand,Low-SEC,Top-up,Large (100g),Spicy,Modern Trade,20,21.8,-1.24,530,10600,0.28,2957.13
Thailand,Low-SEC,Top-up,Large (100g),Spicy,Traditional Trade,10,12.68,-1.5,529,5290,0.39,2053.57
Thailand,Low-SEC,Top-up,Large (100g),Local Specialty,7-Eleven,70,79.54,-0.95,490,34300,0.35,11862.28
Thailand,Low-SEC,Top-up,Large (100g),Local Specialty,Modern Trade,100,124.58,-0.4,442,44200,0.26,11591.99
Thailand,Low-SEC,Top-up,Large (100g),Local Specialty,Traditional Trade,50,61.46,-0.94,498,24900,0.25,6134.06
Thailand,Low-SEC,Top-up,Large (100g),Health-Oriented,7-Eleven,100,118.13,-0.92,495,49500,0.5,24743.43
Thailand,Low-SEC,Top-up,Large (100g),Health-Oriented,Modern Trade,10,11.47,-0.51,476,4760,0.26,1243.95
Thailand,Low-SEC,Top-up,Large (100g),Health-Oriented,Traditional Trade,100,133.88,-1.09,501,50100,0.47,23706.4
Thailand,Low-SEC,Top-up,Multi-pack,Classic Salted,7-Eleven,100,125.08,-1.44,496,49600,0.25,12310.91
Thailand,Low-SEC,Top-up,Multi-pack,Classic Salted,Modern Trade,30,47.78,-1.47,497,14910,0.21,3203.93
Thailand,Low-SEC,Top-up,Multi-pack,Classic Salted,Traditional Trade,20,22.86,-0.77,485,9700,0.31,3045.08
Thailand,Low-SEC,Top-up,Multi-pack,Spicy,7-Eleven,50,61.65,-0.54,493,24650,0.24,5857.97
Thailand,Low-SEC,Top-up,Multi-pack,Spicy,Modern Trade,5,5.63,-0.69,504,2520,0.32,796.82
Thailand,Low-SEC,Top-up,Multi-pack,Spicy,Traditional Trade,20,25.52,-1.42,501,10020,0.27,2708.68
Thailand,Low-SEC,Top-up,Multi-pack,Local Specialty,7-Eleven,20,23.61,-0.35,511,10220,0.28,2858.01
Thailand,Low-SEC,Top-up,Multi-pack,Local Specialty,Modern Trade,100,119.36,-0.77,512,51200,0.45,23266.96
Thailand,Low-SEC,Top-up,Multi-pack,Local Specialty,Traditional Trade,100,111.11,-1.16,561,56100,0.41,23271.12
Thailand,Low-SEC,Top-up,Multi-pack,Health-Oriented,7-Eleven,30,38.87,-0.65,487,14610,0.22,3267.99
Thailand,Low-SEC,Top-up,Multi-pack,Health-Oriented,Modern Trade,5,5.18,-1.09,477,2385,0.48,1141.44
Thailand,Low-SEC,Top-up,Multi-pack,Health-Oriented,Traditional Trade,30,34.82,-1.43,464,13920,0.38,5269.61
Thailand,Low-SEC,Sharing,Small (20g),Classic Salted,7-Eleven,100,120.85,-1.2,498,49800,0.43,21182.59
Thailand,Low-SEC,Sharing,Small (20g),Classic Salted,Modern Trade,30,27.03,-0.6,505,15150,0.45,6745.12
Thailand,Low-SEC,Sharing,Small (20g),Classic Salted,Traditional Trade,10,11.05,-1.02,531,5310,0.47,2510.32
Thailand,Low-SEC,Sharing,Small (20g),Spicy,7-Eleven,5,6.87,-1.12,513,2565,0.26,659.67
Thailand,Low-SEC,Sharing,Small (20g),Spicy,Modern Trade,10,11.47,-0.98,524,5240,0.42,2203.3
Thailand,Low-SEC,Sharing,Small (20g),Spicy,Traditional Trade,10,10.94,-0.86,486,4860,0.29,1409.32
Thailand,Low-SEC,Sharing,Small (20g),Local Specialty,7-Eleven,5,5.32,-1.3,469,2345,0.47,1103.85
Thailand,Low-SEC,Sharing,Small (20g),Local Specialty,Modern Trade,5,6.99,-1.09,516,2580,0.48,1237.02
Thailand,Low-SEC,Sharing,Small (20g),Local Specialty,Traditional Trade,30,36.79,-0.71,534,16020,0.3,4774.58
Thailand,Low-SEC,Sharing,Small (20g),Health-Oriented,7-Eleven,100,132.72,-1.49,524,52400,0.23,12122.03
Thailand,Low-SEC,Sharing,Small (20g),Health-Oriented,Modern Trade,10,10.87,-1.36,457,4570,0.42,1926.99
Thailand,Low-SEC,Sharing,Small (20g),Health-Oriented,Traditional Trade,5,7.21,-1.46,510,2550,0.23,589
Thailand,Low-SEC,Sharing,Medium (50g),Classic Salted,7-Eleven,30,36.77,-1.14,545,16350,0.5,8094.4
Thailand,Low-SEC,Sharing,Medium (50g),Classic Salted,Modern Trade,70,75.31,-1.19,490,34300,0.22,7402.95
Thailand,Low-SEC,Sharing,Medium (50g),Classic Salted,Traditional Trade,70,81.1,-1.23,507,35490,0.37,13248.05
Thailand,Low-SEC,Sharing,Medium (50g),Spicy,7-Eleven,100,138.88,-1.07,524,52400,0.34,17983.95
Thailand,Low-SEC,Sharing,Medium (50g),Spicy,Modern Trade,70,74.99,-0.53,489,34230,0.23,7715.66
